municipal,name,website,medium
Somerville Borough,WNDT-CD,no website,Television
Somerville Borough,WNYC-FM,https://www.wnyc.org/,Radio
South Amboy City,"Amboy Guardian, The",http://www.amboyguardian.com/,Digital-first (online)
South Amboy City,Suburban,http://www.centraljersey.com/news/suburban/,Newspaper
South Amboy City,WBGO-FM,https://www.wbgo.org/category/news,Radio
South Amboy City,WLIW-TV,https://www.wliw.org/,Television
South Amboy City,WLVT-TV,https://www.wlvt.org/,Television
South Amboy City,WNDT-CD,no website,Television
South Amboy City,WNYC-FM,https://www.wnyc.org/,Radio
South Bound Brook Borough,Courier News,http://www.mycentraljersey.com/news/courier-news/,Newspaper
South Bound Brook Borough,Somerset County Community News,no website,Newspaper
South Bound Brook Borough,WLIW-TV,https://www.wliw.org/,Television
South Bound Brook Borough,WLVT-TV,https://www.wlvt.org/,Television
South Bound Brook Borough,WNDT-CD,no website,Television
South Bound Brook Borough,WNYC-FM,https://www.wnyc.org/,Radio
South Brunswick Township,Jersey Access Group: South Brunswick Township,no website,Television
South Brunswick Township,Patch-South Brunswick,https://patch.com/new-jersey/southbrunswick,Digital-first (online)
South Brunswick Township,Sentinel - No. & So. Brunswick,https://centraljersey.com/ns-sentinel/,Newspaper
South Brunswick Township,Tap into South Brunswick,https://www.tapinto.net/towns/south-brunswick-cranbury/,Digital-first (online)
South Brunswick Township,WLIW-TV,https://www.wliw.org/,Television
South Brunswick Township,WLVT-TV,https://www.wlvt.org/,Television
South Brunswick Township,WNDT-CD,no website,Television
South Brunswick Township,WNYC-FM,https://www.wnyc.org/,Radio
South Hackensack Township,201,http://www.201magazine.com/#201magazine,Magazine
South Hackensack Township,Bergenfield Daily Voice,https://dailyvoice.com/new-jersey/bergenfield,Digital-first (online)
South Hackensack Township,"Gazette Newspaper, The",http://www.the-gazette-newspaper.com/,Newspaper
South Hackensack Township,Hackensack Daily Voice,https://dailyvoice.com/new-jersey/hackensack,Digital-first (online)
South Hackensack Township,Jewish Standard,http://jewishstandard.timesofisrael.com/,Newspaper
South Hackensack Township,"Paramus Post, The",http://www.paramuspost.com/,Newspaper
South Hackensack Township,"Record, The",no website,Newspaper
South Hackensack Township,"Star-Ledger, The",http://www.nj.com/starledger/,Newspaper
South Hackensack Township,WBGO-FM,https://www.wbgo.org/category/news,Radio
South Hackensack Township,WLIW-TV,https://www.wliw.org/,Television
South Hackensack Township,WNDT-CD,no website,Television
South Hackensack Township,WNYC-FM,https://www.wnyc.org/,Radio
South Harrison Township,Courier Post,https://www.courierpostonline.com/,Newspaper
South Harrison Township,Jewish Community Voice,http://www.jewishvoicesnj.org/,Newspaper
South Harrison Township,New Town' Press,https://newtownpress.com/,Newspaper
South Harrison Township,South Jersey Biz,https://www.southjerseybiz.net/,Magazine
South Harrison Township,WLVT-TV,https://www.wlvt.org/,Television
South Orange Village Township,Essex News Daily,https://essexnewsdaily.com/,Newspaper
South Orange Village Township,Jersey Access Group: South Orange Village Township,no website,Television
South Orange Village Township,Ledger Local,http://www.nj.com/independentpress/,Digital-first (online)
South Orange Village Township,Local Talk News,no website,Newspaper
South Orange Village Township,Matters Magazine,https://www.mattersmagazine.com/stories,Magazine
South Orange Village Township,Patch-South Orange,https://patch.com/new-jersey/southorange,Digital-first (online)
South Orange Village Township,"Setonian, The",http://www.setonian.com,Newspaper
South Orange Village Township,South Orange Maplewood Online Radio Experience (SOMORE),http://somore.org/,Digital-first (online)
South Orange Village Township,"Star-Ledger, The",http://www.nj.com/starledger/,Newspaper
South Orange Village Township,TAP into SOMA (South Orange/Maplewood),https://www.tapinto.net/towns/soma/,Digital-first (online)
South Orange Village Township,"Village Green, The",http://www.villagegreennj.com/,Digital-first (online)
South Orange Village Township,WBGO-FM,https://www.wbgo.org/category/news,Radio
South Orange Village Township,WLIW-TV,https://www.wliw.org/,Television
South Orange Village Township,WLVT-TV,https://www.wlvt.org/,Television
South Orange Village Township,WNDT-CD,no website,Television
South Orange Village Township,WNYC-FM,https://www.wnyc.org/,Radio
South Plainfield Borough,Jersey Access Group: South Plainfield Public Schools,no website,Television
South Plainfield Borough,TAP into South Plainfield,https://www.tapinto.net/towns/south-plainfield/,Digital-first (online)
South Plainfield Borough,WBGO-FM,https://www.wbgo.org/category/news,Radio
South Plainfield Borough,WLIW-TV,https://www.wliw.org/,Television
South Plainfield Borough,WLVT-TV,https://www.wlvt.org/,Television
South Plainfield Borough,WNDT-CD,no website,Television
South Plainfield Borough,WNYC-FM,https://www.wnyc.org/,Radio
South River Borough,East Brunswick Sentinel,https://centraljersey.com/eb-sentinel/,Newspaper
South River Borough,Jersey Access Group: South River Borough,no website,Television
South River Borough,WLIW-TV,https://www.wliw.org/,Television
South River Borough,WLVT-TV,https://www.wlvt.org/,Television
South River Borough,WNDT-CD,no website,Television
South River Borough,WNYC-FM,https://www.wnyc.org/,Radio
South Toms River Borough,"Manchester Times, The",https://www.jerseyshoreonline.com/themanchestertimes/,Newspaper
South Toms River Borough,"Ocean Star, The",https://starnewsgroup.com/the-ocean-star-e-edition/,Newspaper
South Toms River Borough,"SandPaper, The",http://www.thesandpaper.net,Magazine
South Toms River Borough,WLIW-TV,https://www.wliw.org/,Television
South Toms River Borough,WNDT-CD,no website,Television
Southampton Township,Courier Post,https://www.courierpostonline.com/,Newspaper
Southampton Township,Jewish Community Voice,http://www.jewishvoicesnj.org/,Newspaper
Southampton Township,Philadelphia (magazine),http://www.phillymag.com/,Magazine
Southampton Township,Pine Barrens Tribune,http://pinebarrenstribune.com/,Newspaper
Southampton Township,"Shamong Sun, The",https://thesunpapers.com/shamong-sun/,Newspaper
Southampton Township,"Shamong Sun, The",https://thesunpapers.com/shamong-sun/,Newspaper
Southampton Township,South Jersey Biz,https://www.southjerseybiz.net/,Magazine
Southampton Township,"Tabernacle Sun, The",https://thesunpapers.com/tabernacle-sun/,Newspaper
Southampton Township,"Tabernacle Sun, The",https://thesunpapers.com/tabernacle-sun/,Newspaper
Southampton Township,WLVT-TV,https://www.wlvt.org/,Television
Sparta Township,dirt,http://www.dirt-mag.com/,Magazine
Sparta Township,New Jersey Herald,http://www.njherald.com/,Newspaper
Sparta Township,Patch-Hopatcong-Sparta,https://patch.com/new-jersey/hopatcong-sparta,Digital-first (online)
Sparta Township,recordonline.com/Times Herald Record,https://www.recordonline.com/,Newspaper
Sparta Township,Sparta Independent,http://www.spartaindependent.com/,Newspaper
Sparta Township,TAP into Sparta,https://www.tapinto.net/towns/sparta/,Digital-first (online)
Sparta Township,WLIW-TV,https://www.wliw.org/,Television
Sparta Township,WLVT-TV,https://www.wlvt.org/,Television
Sparta Township,WNDT-CD,no website,Television
Sparta Township,WNYC-FM,https://www.wnyc.org/,Radio
Spotswood Borough,East Brunswick Sentinel,https://centraljersey.com/eb-sentinel/,Newspaper
Spotswood Borough,Tap into Milltown/Spotswood,https://www.tapinto.net/towns/milltown-slash-spotswood/,Digital-first (online)
Spotswood Borough,WLIW-TV,https://www.wliw.org/,Television
Spotswood Borough,WLVT-TV,https://www.wlvt.org/,Television
Spotswood Borough,WNDT-CD,no website,Television
Spotswood Borough,WNYC-FM,https://www.wnyc.org/,Radio
Spring Lake Borough,Atlantic Highlands Herald,http://www.ahherald.com/,Digital-first (online)
Spring Lake Borough,"Coast Star, The",https://starnewsgroup.com/the-coast-star-e-edition/,Newspaper
Spring Lake Borough,"Link News, The",http://thelinknews.net,Newspaper
Spring Lake Borough,"Monmouth Journal, The",http://www.themonmouthjournal.com,Newspaper
Spring Lake Borough,More Monmouth Musings,http://www.moremonmouthmusings.net/,Digital-first (online)
Spring Lake Borough,"Ocean Star, The",https://starnewsgroup.com/the-ocean-star-e-edition/,Newspaper
Spring Lake Borough,WLIW-TV,https://www.wliw.org/,Television
Spring Lake Borough,WNDT-CD,no website,Television
Spring Lake Heights Borough,Atlantic Highlands Herald,http://www.ahherald.com/,Digital-first (online)
Spring Lake Heights Borough,"Coast Star, The",https://starnewsgroup.com/the-coast-star-e-edition/,Newspaper
Spring Lake Heights Borough,"Link News, The",http://thelinknews.net,Newspaper
Spring Lake Heights Borough,"Monmouth Journal, The",http://www.themonmouthjournal.com,Newspaper
Spring Lake Heights Borough,More Monmouth Musings,http://www.moremonmouthmusings.net/,Digital-first (online)
Spring Lake Heights Borough,"Ocean Star, The",https://starnewsgroup.com/the-ocean-star-e-edition/,Newspaper
Spring Lake Heights Borough,WLIW-TV,https://www.wliw.org/,Television
Spring Lake Heights Borough,WNDT-CD,no website,Television
Springfield Township,countywatchers,https://countywatchers.wordpress.com/,Digital-first (online)
Springfield Township,Courier Post,https://www.courierpostonline.com/,Newspaper
Springfield Township,Jewish Community Voice,http://www.jewishvoicesnj.org/,Newspaper
Springfield Township,Ledger Local,http://www.nj.com/independentpress/,Digital-first (online)
Springfield Township,Patch-Springfield,http://patch.com/new-jersey/springfield,Digital-first (online)
Springfield Township,Philadelphia (magazine),http://www.phillymag.com/,Magazine
Springfield Township,South Jersey Biz,https://www.southjerseybiz.net/,Magazine
Springfield Township,Tap into Springfield,https://www.tapinto.net/towns/springfield/,Digital-first (online)
Springfield Township,Union News Daily,http://unionnewsdaily.com,Newspaper
Springfield Township,WBGO-FM,https://www.wbgo.org/category/news,Radio
Springfield Township,WLIW-TV,https://www.wliw.org/,Television
Springfield Township,WLVT-TV,https://www.wlvt.org/,Television
Springfield Township,WLVT-TV,https://www.wlvt.org/,Television
Springfield Township,WNDT-CD,no website,Television
Springfield Township,WNDT-CD,no website,Television
Springfield Township,WNYC-FM,https://www.wnyc.org/,Radio
Stafford Township,Beach Haven Times,(no website),Newspaper
Stafford Township,"Manchester Times, The",https://www.jerseyshoreonline.com/themanchestertimes/,Newspaper
Stafford Township,"Ocean Star, The",https://starnewsgroup.com/the-ocean-star-e-edition/,Newspaper
Stafford Township,Patch-Barnegat-Manahawkin,http://patch.com/new-jersey/barnegat-manahawkin,Digital-first (online)
Stafford Township,"Press of Atlantic City, The",http://www.pressofatlanticcity.com/,Newspaper
Stafford Township,"SandPaper, The",http://www.thesandpaper.net,Magazine
Stafford Township,"Stafford Leader, The",no website,Newspaper
Stafford Township,TAP into Stafford/LBI,https://www.tapinto.net/towns/stafford-slash-lbi/,Digital-first (online)
Stafford Township,WNJM-FM,no website,Radio
Stanhope Borough,New Jersey Herald,http://www.njherald.com/,Newspaper
Stanhope Borough,recordonline.com/Times Herald Record,https://www.recordonline.com/,Newspaper
Stanhope Borough,Township Journal,http://www.townshipjournal.com/,Newspaper
Stanhope Borough,WLIW-TV,https://www.wliw.org/,Television
Stanhope Borough,WLVT-TV,https://www.wlvt.org/,Television
Stanhope Borough,WNDT-CD,no website,Television
Stanhope Borough,WNYC-FM,https://www.wnyc.org/,Radio
Stillwater Township,New Jersey Herald,http://www.njherald.com/,Newspaper
Stillwater Township,recordonline.com/Times Herald Record,https://www.recordonline.com/,Newspaper
Stillwater Township,WLIW-TV,https://www.wliw.org/,Television
Stillwater Township,WLVT-TV,https://www.wlvt.org/,Television
Stillwater Township,WNDT-CD,no website,Television
Stockton Borough,Hunterdon County Democrat,http://www.nj.com/hunterdon-county-democrat/,Newspaper
Stockton Borough,"Hunterdon County News, The",https://thehunterdoncountynews.com/,Digital-first (online)
Stockton Borough,WDVR-FM,https://www.pennjerseyradio.org/,Radio
Stockton Borough,WLIW-TV,https://www.wliw.org/,Television
Stockton Borough,WLVT-TV,https://www.wlvt.org/,Television
Stockton Borough,WNDT-CD,no website,Television
Stone Harbor Borough,Cape May County Herald,http://www.capemaycountyherald.com/,Newspaper
Stone Harbor Borough,"Press of Atlantic City, The",http://www.pressofatlanticcity.com/,Newspaper
Stone Harbor Borough,WNJZ-FM,no website,Radio
Stow Creek Township,Daily Journal,http://www.thedailyjournal.com/,Newspaper
Stratford Borough,Courier Post,https://www.courierpostonline.com/,Newspaper
Stratford Borough,Jewish Community Voice,http://www.jewishvoicesnj.org/,Newspaper
Stratford Borough,Philadelphia (magazine),http://www.phillymag.com/,Magazine
Stratford Borough,"Retrospect, The",http://www.theretrospect.com,Newspaper
Stratford Borough,South Jersey Biz,https://www.southjerseybiz.net/,Magazine
Stratford Borough,WLVT-TV,https://www.wlvt.org/,Television
Summit City,countywatchers,https://countywatchers.wordpress.com/,Digital-first (online)
Summit City,HomeTowne TV (HTTV),http://hometownetv.org/,Television
Summit City,Jersey Access Group: Summit/Hometown TV,no website,Television
Summit City,Ledger Local,http://www.nj.com/independentpress/,Digital-first (online)
Summit City,Patch-Summit,https://patch.com/new-jersey/summit,Digital-first (online)
Summit City,Summit Times,https://rennamedia.com/publications/summit-times/,Newspaper
Summit City,TAP into Summit,https://www.tapinto.net/towns/summit/,Digital-first (online)
Summit City,Union News Daily,http://unionnewsdaily.com,Newspaper
Summit City,WBGO-FM,https://www.wbgo.org/category/news,Radio
Summit City,WLIW-TV,https://www.wliw.org/,Television
Summit City,WLVT-TV,https://www.wlvt.org/,Television
Summit City,WNDT-CD,no website,Television
Summit City,WNYC-FM,https://www.wnyc.org/,Radio
Surf City Borough,Beach Haven Times,(no website),Newspaper
Surf City Borough,"Manchester Times, The",https://www.jerseyshoreonline.com/themanchestertimes/,Newspaper
Surf City Borough,Ocean County College Television,no website,Television
Surf City Borough,"Ocean Star, The",https://starnewsgroup.com/the-ocean-star-e-edition/,Newspaper
Surf City Borough,"Press of Atlantic City, The",http://www.pressofatlanticcity.com/,Newspaper
Surf City Borough,"SandPaper, The",http://www.thesandpaper.net,Magazine
Surf City Borough,TAP into Stafford/LBI,https://www.tapinto.net/towns/stafford-slash-lbi/,Digital-first (online)
Surf City Borough,WNJM-FM,no website,Radio
Sussex Borough,Advertiser News-North,http://advertisernewsnorth.com,Newspaper
Sussex Borough,dirt,http://www.dirt-mag.com/,Magazine
Sussex Borough,New Jersey Herald,http://www.njherald.com/,Newspaper
Sussex Borough,recordonline.com/Times Herald Record,https://www.recordonline.com/,Newspaper
Sussex Borough,WLIW-TV,https://www.wliw.org/,Television
Sussex Borough,WLVT-TV,https://www.wlvt.org/,Television
Sussex Borough,WNDT-CD,no website,Television
Swedesboro Borough,Courier Post,https://www.courierpostonline.com/,Newspaper
Swedesboro Borough,Jewish Community Voice,http://www.jewishvoicesnj.org/,Newspaper
Swedesboro Borough,New Town' Press,https://newtownpress.com/,Newspaper
Swedesboro Borough,South Jersey Biz,https://www.southjerseybiz.net/,Magazine
Swedesboro Borough,WLVT-TV,https://www.wlvt.org/,Television
Tabernacle Township,Courier Post,https://www.courierpostonline.com/,Newspaper
Tabernacle Township,Jewish Community Voice,http://www.jewishvoicesnj.org/,Newspaper
Tabernacle Township,Philadelphia (magazine),http://www.phillymag.com/,Magazine
Tabernacle Township,Pine Barrens Tribune,http://pinebarrenstribune.com/,Newspaper
Tabernacle Township,"Shamong Sun, The",https://thesunpapers.com/shamong-sun/,Newspaper
Tabernacle Township,South Jersey Biz,https://www.southjerseybiz.net/,Magazine
Tabernacle Township,"Tabernacle Sun, The",https://thesunpapers.com/tabernacle-sun/,Newspaper
Tabernacle Township,WLVT-TV,https://www.wlvt.org/,Television
Tavistock Borough,Courier Post,https://www.courierpostonline.com/,Newspaper
Tavistock Borough,Jewish Community Voice,http://www.jewishvoicesnj.org/,Newspaper
Tavistock Borough,Philadelphia (magazine),http://www.phillymag.com/,Magazine
Tavistock Borough,"Retrospect, The",http://www.theretrospect.com,Newspaper
Tavistock Borough,South Jersey Biz,https://www.southjerseybiz.net/,Magazine
